"Unnamed: 0","article_id","tweet_id","retweet_id","retweet_count","retweet_created_at","retweet_user_id","is_quote_status","cold_user","test"
74,"politifact10209",829083233396617222,829085967495602176,58,"2017-02-07 21:54:32+00:00",788938756375982080,0.0,0,0
75,"politifact10209",829083233396617222,829085598174437376,58,"2017-02-07 21:53:04+00:00",84185622,0.0,1,0
76,"politifact10209",829083233396617222,829085282209247237,58,"2017-02-07 21:51:49+00:00",824666135173947395,0.0,1,0
77,"politifact10209",829083233396617222,829084920517636098,58,"2017-02-07 21:50:23+00:00",931007328,0.0,1,0
78,"politifact10209",829083233396617222,829084686219616256,58,"2017-02-07 21:49:27+00:00",767752122276335617,0.0,1,0
79,"politifact10209",829083233396617222,829084223801798661,58,"2017-02-07 21:47:37+00:00",2194548046,0.0,1,0
80,"politifact10209",829083233396617222,829083808842469376,58,"2017-02-07 21:45:58+00:00",2305243058,0.0,1,0
81,"politifact10209",829083233396617222,829083599311872000,58,"2017-02-07 21:45:08+00:00",4353985042,0.0,1,0
82,"politifact10209",829083233396617222,829083544039411712,58,"2017-02-07 21:44:55+00:00",15864611,0.0,1,0
83,"politifact10209",829083233396617222,829083471683416064,58,"2017-02-07 21:44:37+00:00",463194055,0.0,1,0
84,"politifact10209",829083233396617222,829083463391309826,58,"2017-02-07 21:44:35+00:00",2550993804,0.0,1,0
85,"politifact10209",829083233396617222,829083353131339776,58,"2017-02-07 21:44:09+00:00",69921766,0.0,0,0
86,"politifact10209",829083233396617222,829083344969269248,58,"2017-02-07 21:44:07+00:00",141104121,0.0,1,0
87,"politifact10209",829083233396617222,829083339713830913,58,"2017-02-07 21:44:06+00:00",812363258074120193,0.0,1,0
88,"politifact10209",829083233396617222,829083326342451200,58,"2017-02-07 21:44:03+00:00",35553694,0.0,1,0
89,"politifact10209",401009287754817536,401588567929274368,11,"2013-11-16 05:52:30+00:00",108350314,0.0,1,0
90,"politifact10209",401009287754817536,401077918761099264,11,"2013-11-14 20:03:22+00:00",134978456,0.0,1,0
91,"politifact10209",401009287754817536,401063794115641344,11,"2013-11-14 19:07:14+00:00",1357727700,0.0,1,0
92,"politifact10209",401009287754817536,401039357886201856,11,"2013-11-14 17:30:08+00:00",396988987,0.0,1,0
93,"politifact10209",401009287754817536,401036423542734848,11,"2013-11-14 17:18:28+00:00",133869377,0.0,1,0
94,"politifact10209",401009287754817536,401029224913309696,11,"2013-11-14 16:49:52+00:00",614434667,0.0,1,0
95,"politifact10209",401009287754817536,401019786395914240,11,"2013-11-14 16:12:22+00:00",252768598,0.0,1,0
96,"politifact10209",401009287754817536,401017651453255680,11,"2013-11-14 16:03:53+00:00",60064891,0.0,1,0
97,"politifact10209",401009287754817536,401013942039740416,11,"2013-11-14 15:49:08+00:00",478313351,0.0,1,0
98,"politifact10209",401009287754817536,401009716425265152,11,"2013-11-14 15:32:21+00:00",126043116,0.0,1,0
99,"politifact10209",401009287754817536,401009618614513665,11,"2013-11-14 15:31:58+00:00",510541729,0.0,1,0
100,"politifact10209",403899727709601792,403902025294819329,1,"2013-11-22 15:05:21+00:00",566858667,0.0,1,0
101,"politifact10209",928878394648997888,928903033903243264,4,"2017-11-10 08:31:56+00:00",245750555,0.0,1,0
102,"politifact10209",928878394648997888,928891592877916160,4,"2017-11-10 07:46:28+00:00",799455259,0.0,1,0
104,"politifact10209",928878394648997888,928878587066728448,4,"2017-11-10 06:54:47+00:00",1048234116,0.0,1,0
105,"politifact10209",235851496443486209,235851633395900417,1,"2012-08-15 21:33:05+00:00",22730618,0.0,0,0
106,"politifact10209",136175869935882240,136178269593665537,2,"2011-11-14 20:26:44+00:00",13045342,0.0,1,0
107,"politifact10209",136175869935882240,136176046616739840,2,"2011-11-14 20:17:54+00:00",11621822,0.0,0,0
108,"politifact10209",400472021122822144,400524469527015424,12,"2013-11-13 07:24:09+00:00",304822059,0.0,0,0
109,"politifact10209",400472021122822144,400491786067394560,12,"2013-11-13 05:14:17+00:00",21094604,0.0,1,0
110,"politifact10209",400472021122822144,400489265018441729,12,"2013-11-13 05:04:16+00:00",86137429,0.0,1,0
111,"politifact10209",400472021122822144,400486414699077632,12,"2013-11-13 04:52:56+00:00",213106437,0.0,1,0
112,"politifact10209",400472021122822144,400476230551474178,12,"2013-11-13 04:12:28+00:00",331377273,0.0,1,0
113,"politifact10209",400472021122822144,400474531187261440,12,"2013-11-13 04:05:43+00:00",16252960,0.0,1,0
114,"politifact10209",400472021122822144,400473468397166592,12,"2013-11-13 04:01:29+00:00",40301508,0.0,1,0
115,"politifact10209",400472021122822144,400472888144576512,12,"2013-11-13 03:59:11+00:00",1881355532,0.0,1,0
116,"politifact10209",400472021122822144,400472397846835200,12,"2013-11-13 03:57:14+00:00",17164664,0.0,1,0
117,"politifact10209",400472021122822144,400472220922679298,12,"2013-11-13 03:56:32+00:00",13325132,0.0,1,0
118,"politifact10209",400472021122822144,400472133673160704,12,"2013-11-13 03:56:11+00:00",482599267,0.0,1,0
119,"politifact10209",400472021122822144,400472113024602112,12,"2013-11-13 03:56:06+00:00",83571765,0.0,1,0
121,"politifact10209",755961797048492033,755976858445967360,6,"2016-07-21 04:05:03+00:00",27742206,0.0,1,0
122,"politifact10209",755961797048492033,755966723409321984,6,"2016-07-21 03:24:46+00:00",302692090,0.0,1,0
123,"politifact10209",755961797048492033,755962580858908672,6,"2016-07-21 03:08:19+00:00",21243362,0.0,1,0
124,"politifact10209",755961797048492033,755962462076145664,6,"2016-07-21 03:07:50+00:00",14802013,0.0,0,0
125,"politifact10209",755961797048492033,755962312457064448,6,"2016-07-21 03:07:15+00:00",16132719,0.0,0,0
126,"politifact10209",927381286536216576,927383114137128960,2,"2017-11-06 03:52:19+00:00",810639135694356480,0.0,0,0
127,"politifact10209",927381286536216576,927381603810242560,2,"2017-11-06 03:46:18+00:00",711393652421955585,0.0,1,0
128,"politifact10209",10995781677,10996020708,1,"2010-03-24 20:12:33+00:00",42741261,0.0,1,0
130,"politifact10209",407633880519569408,407659814118899713,1,"2013-12-02 23:57:28+00:00",273256752,0.0,1,0
131,"politifact10209",927788647767838720,927789635010482176,1,"2017-11-07 06:47:41+00:00",3110461544,0.0,0,0
132,"politifact10209",988509638554472448,988553990634786816,2,"2018-04-23 23:03:32+00:00",570387863,0.0,0,0
133,"politifact10209",988509638554472448,988533838686183426,2,"2018-04-23 21:43:27+00:00",2540607781,0.0,0,0
134,"politifact10209",926430703805517826,926451443875352576,2,"2017-11-03 14:10:11+00:00",4151512876,0.0,1,0
135,"politifact10209",926430703805517826,926431495245398016,2,"2017-11-03 12:50:55+00:00",522438223,0.0,1,0
136,"politifact10209",417901137694449666,418010182849818625,8,"2013-12-31 13:26:08+00:00",910823640,0.0,1,0
137,"politifact10209",417901137694449666,418007657426210816,8,"2013-12-31 13:16:06+00:00",1912914235,0.0,1,0
138,"politifact10209",417901137694449666,418006004677500929,8,"2013-12-31 13:09:32+00:00",54096689,0.0,0,0
139,"politifact10209",417901137694449666,418005768945037313,8,"2013-12-31 13:08:36+00:00",36657828,0.0,1,0
140,"politifact10209",417901137694449666,418005509271089152,8,"2013-12-31 13:07:34+00:00",49794258,0.0,1,0
141,"politifact10209",417901137694449666,418005381341020160,8,"2013-12-31 13:07:03+00:00",61015562,0.0,0,0
142,"politifact10209",417901137694449666,417904509411528705,8,"2013-12-31 06:26:14+00:00",16490787,0.0,1,0
143,"politifact10209",926536623797411840,926673881926004736,1,"2017-11-04 04:54:04+00:00",804151757303529472,0.0,1,0
144,"politifact10209",136176062643179520,136177686879010816,1,"2011-11-14 20:24:25+00:00",41257337,0.0,1,0
146,"politifact10209",387637365126463488,387708772380323841,16,"2013-10-08 22:39:09+00:00",883316545,0.0,1,0
147,"politifact10209",387637365126463488,387641016632623104,16,"2013-10-08 18:09:55+00:00",731079428,0.0,1,0
148,"politifact10209",387637365126463488,387640925876277249,16,"2013-10-08 18:09:33+00:00",479315700,0.0,1,0
149,"politifact10209",387637365126463488,387640804904562689,16,"2013-10-08 18:09:04+00:00",5688792,0.0,1,0
150,"politifact10209",387637365126463488,387640326925467648,16,"2013-10-08 18:07:10+00:00",1508178456,0.0,1,0
151,"politifact10209",387637365126463488,387639098724581376,16,"2013-10-08 18:02:17+00:00",339146762,0.0,1,0
152,"politifact10209",387637365126463488,387638474557652992,16,"2013-10-08 17:59:48+00:00",28715950,0.0,1,0
153,"politifact10209",387637365126463488,387638119501012992,16,"2013-10-08 17:58:24+00:00",47197708,0.0,1,0
154,"politifact10209",387637365126463488,387637956552704000,16,"2013-10-08 17:57:45+00:00",290864776,0.0,1,0
155,"politifact10209",387637365126463488,387637710917091328,16,"2013-10-08 17:56:46+00:00",23274387,0.0,0,0
156,"politifact10209",387637365126463488,387637485016080384,16,"2013-10-08 17:55:53+00:00",461262004,0.0,0,0
157,"politifact10209",96093120235700224,96100860991504385,5,"2011-07-27 06:13:25+00:00",235784026,0.0,1,0
158,"politifact10209",96093120235700224,96096525209452544,5,"2011-07-27 05:56:11+00:00",21929320,0.0,1,0
159,"politifact10209",96093120235700224,96095340951908352,5,"2011-07-27 05:51:29+00:00",128767133,0.0,1,0
160,"politifact10209",96093120235700224,96093884945399808,5,"2011-07-27 05:45:42+00:00",38979929,0.0,1,0
161,"politifact10209",96093120235700224,96093312888479744,5,"2011-07-27 05:43:25+00:00",22997050,0.0,1,0
162,"politifact10209",388419377756139520,388430105238061057,1,"2013-10-10 22:25:28+00:00",419733488,0.0,1,0
163,"politifact10209",167643625570840578,167648589215047680,3,"2012-02-09 16:38:33+00:00",190907819,0.0,1,0
164,"politifact10209",167643625570840578,167648163153453058,3,"2012-02-09 16:36:51+00:00",43975485,0.0,1,0
165,"politifact10209",167643625570840578,167644091377659908,3,"2012-02-09 16:20:40+00:00",20198802,0.0,1,0
166,"politifact10209",571427974458814465,571432916401549313,1,"2015-02-27 22:13:18+00:00",15684878,0.0,1,0
169,"politifact10209",302212039496069120,302212228285865984,1,"2013-02-15 00:26:24+00:00",270583934,0.0,1,0
170,"politifact10209",975529846574067713,976661862166253568,50,"2018-03-22 03:28:28+00:00",716276934,0.0,1,0
172,"politifact10209",975529846574067713,975900239159808000,50,"2018-03-20 01:02:03+00:00",53225053,0.0,1,0
173,"politifact10209",975529846574067713,975813574730960896,50,"2018-03-19 19:17:40+00:00",718239356083904513,0.0,0,0
174,"politifact10209",975529846574067713,975785764918366210,50,"2018-03-19 17:27:10+00:00",805118667033870337,0.0,1,0
175,"politifact10209",975529846574067713,975756083280179201,50,"2018-03-19 15:29:13+00:00",298532531,0.0,1,0
176,"politifact10209",975529846574067713,975743003296858113,50,"2018-03-19 14:37:15+00:00",330145442,0.0,0,0
178,"politifact10209",975529846574067713,975602920921055232,50,"2018-03-19 05:20:36+00:00",733262266645254144,0.0,1,0
179,"politifact10209",975529846574067713,975567395241807872,50,"2018-03-19 02:59:26+00:00",586138333,0.0,1,0
180,"politifact10209",975529846574067713,975561697803907072,50,"2018-03-19 02:36:48+00:00",733182071619878912,0.0,1,0
182,"politifact10209",975529846574067713,975555363897475072,50,"2018-03-19 02:11:38+00:00",2492419963,0.0,1,0
183,"politifact10209",975529846574067713,975552317830324224,50,"2018-03-19 01:59:32+00:00",952333875677618176,0.0,1,0
184,"politifact10209",975529846574067713,975544919547957249,50,"2018-03-19 01:30:08+00:00",273177606,0.0,1,0
185,"politifact10209",975529846574067713,975542389451448320,50,"2018-03-19 01:20:05+00:00",575026442,0.0,1,0
186,"politifact10209",975529846574067713,975538013395537922,50,"2018-03-19 01:02:41+00:00",329398905,0.0,1,0
187,"politifact10209",975529846574067713,975537375182016512,50,"2018-03-19 01:00:09+00:00",4452269183,0.0,1,0
188,"politifact10209",975529846574067713,975537273205870592,50,"2018-03-19 00:59:45+00:00",627466098,0.0,1,0
189,"politifact10209",975529846574067713,975536989377146880,50,"2018-03-19 00:58:37+00:00",628629535,0.0,0,0
190,"politifact10209",975529846574067713,975535924221063168,50,"2018-03-19 00:54:23+00:00",21538653,0.0,0,0
191,"politifact10209",975529846574067713,975535190268313605,50,"2018-03-19 00:51:28+00:00",3045181324,0.0,1,0
192,"politifact10209",975529846574067713,975535017584660484,50,"2018-03-19 00:50:47+00:00",1069867279,0.0,1,0
193,"politifact10209",975529846574067713,975534550393802752,50,"2018-03-19 00:48:56+00:00",922794040097206272,0.0,1,0
194,"politifact10209",975529846574067713,975534490213847040,50,"2018-03-19 00:48:41+00:00",16273820,0.0,1,0
195,"politifact10209",975529846574067713,975534127603732480,50,"2018-03-19 00:47:15+00:00",52440175,0.0,0,0
196,"politifact10209",975529846574067713,975534022561615873,50,"2018-03-19 00:46:50+00:00",818170988592439296,0.0,1,0
197,"politifact10209",975529846574067713,975533385123749888,50,"2018-03-19 00:44:18+00:00",16963863,0.0,1,0
198,"politifact10209",975529846574067713,975533108748587008,50,"2018-03-19 00:43:12+00:00",411807195,0.0,1,0
199,"politifact10209",975529846574067713,975532868708589568,50,"2018-03-19 00:42:15+00:00",604883440,0.0,0,0
200,"politifact10209",975529846574067713,975532687443267584,50,"2018-03-19 00:41:31+00:00",2379528626,0.0,1,0
201,"politifact10209",975529846574067713,975532388397846528,50,"2018-03-19 00:40:20+00:00",733073314634174464,0.0,1,0
202,"politifact10209",975529846574067713,975532033458843649,50,"2018-03-19 00:38:55+00:00",2936127372,0.0,0,0
203,"politifact10209",975529846574067713,975531953586954240,50,"2018-03-19 00:38:36+00:00",28633302,0.0,1,0
204,"politifact10209",975529846574067713,975530912489226240,50,"2018-03-19 00:34:28+00:00",836680284,0.0,1,0
205,"politifact10209",975529846574067713,975530824178327554,50,"2018-03-19 00:34:07+00:00",2833087014,0.0,1,0
206,"politifact10209",975529846574067713,975530677444648961,50,"2018-03-19 00:33:32+00:00",756773819642179585,0.0,1,0
207,"politifact10209",975529846574067713,975530452818657280,50,"2018-03-19 00:32:39+00:00",283690626,0.0,1,0
208,"politifact10209",975529846574067713,975530323172671488,50,"2018-03-19 00:32:08+00:00",4219854912,0.0,0,0
209,"politifact10209",975529846574067713,975530278398693376,50,"2018-03-19 00:31:57+00:00",46785255,0.0,1,0
210,"politifact10209",975529846574067713,975530069564194816,50,"2018-03-19 00:31:07+00:00",31565017,0.0,0,0
211,"politifact10209",975529846574067713,975529976974884865,50,"2018-03-19 00:30:45+00:00",923681144197050368,0.0,0,0
212,"politifact10209",975529846574067713,975529935648550917,50,"2018-03-19 00:30:35+00:00",4650289872,0.0,1,0
213,"politifact10209",975529846574067713,975529900269559809,50,"2018-03-19 00:30:27+00:00",94370666,0.0,1,0
214,"politifact10209",975529846574067713,975529868707418112,50,"2018-03-19 00:30:19+00:00",798985877246590976,0.0,0,0
215,"politifact10209",405476196898439168,405482313380675585,5,"2013-11-26 23:44:51+00:00",192638247,0.0,1,0
216,"politifact10209",405476196898439168,405477479936045056,5,"2013-11-26 23:25:39+00:00",623524833,0.0,1,0
217,"politifact10209",405476196898439168,405476725514981376,5,"2013-11-26 23:22:39+00:00",179825741,0.0,1,0
218,"politifact10209",405476196898439168,405476269359251458,5,"2013-11-26 23:20:50+00:00",88307942,0.0,1,0
219,"politifact10209",926182960528838659,926221701465157633,1,"2017-11-02 22:57:16+00:00",844085474,0.0,0,0
220,"politifact10209",302456116187631616,302458398228758528,2,"2013-02-15 16:44:36+00:00",1077390931,0.0,1,0
221,"politifact10209",824055179226058756,824060780899352577,3,"2017-01-25 01:06:15+00:00",741092415868571648,1.0,1,0
222,"politifact10209",824055179226058756,824056509617213440,3,"2017-01-25 00:49:16+00:00",59849033,1.0,1,0
223,"politifact10209",824055179226058756,824055642541400064,3,"2017-01-25 00:45:50+00:00",23086574,1.0,0,0
224,"politifact10209",314160113785139201,314168042538033153,1,"2013-03-20 00:14:32+00:00",531565758,0.0,0,0
225,"politifact10209",182540473934692352,183327043151339521,1,"2012-03-23 22:59:07+00:00",44299861,0.0,0,0
226,"politifact10209",927623403074441216,927632264766222337,1,"2017-11-06 20:22:21+00:00",751122719698071553,0.0,1,0
227,"politifact10209",882365763201445888,882367583416176640,1,"2017-07-04 22:36:40+00:00",50670965,0.0,1,0
228,"politifact10209",246600836069863425,246680068070461440,12,"2012-09-14 18:41:25+00:00",151325567,0.0,1,0
229,"politifact10209",246600836069863425,246677970851356673,12,"2012-09-14 18:33:05+00:00",194355896,0.0,1,0
230,"politifact10209",246600836069863425,246672838789046274,12,"2012-09-14 18:12:42+00:00",90670323,0.0,1,0
231,"politifact10209",246600836069863425,246672421564866560,12,"2012-09-14 18:11:02+00:00",21773704,0.0,0,0
232,"politifact10209",246600836069863425,246626477922201600,12,"2012-09-14 15:08:29+00:00",636367222,0.0,1,0
233,"politifact10209",246600836069863425,246620073228390400,12,"2012-09-14 14:43:02+00:00",76058560,0.0,1,0
234,"politifact10209",246600836069863425,246615634354520064,12,"2012-09-14 14:25:23+00:00",41517512,0.0,1,0
235,"politifact10209",246600836069863425,246614518522863616,12,"2012-09-14 14:20:57+00:00",16181071,0.0,1,0
236,"politifact10209",246600836069863425,246602601330782208,12,"2012-09-14 13:33:36+00:00",42040362,0.0,1,0
237,"politifact10209",246600836069863425,246600992387391488,12,"2012-09-14 13:27:12+00:00",72627338,0.0,1,0
238,"politifact10209",403186793241387008,403186832243847169,1,"2013-11-20 15:43:26+00:00",18164272,0.0,0,0
239,"politifact10209",388388851250896896,388654301897572352,1,"2013-10-11 13:16:21+00:00",61087499,0.0,1,0
240,"politifact10209",235850020757323776,238133353843400705,25,"2012-08-22 04:39:50+00:00",579145020,0.0,1,0
241,"politifact10209",235850020757323776,236291949345271810,25,"2012-08-17 02:42:45+00:00",98696670,0.0,1,0
242,"politifact10209",235850020757323776,236010201701040129,25,"2012-08-16 08:03:11+00:00",207371354,0.0,1,0
243,"politifact10209",235850020757323776,235915936664809472,25,"2012-08-16 01:48:37+00:00",278642216,0.0,1,0
244,"politifact10209",235850020757323776,235902547745980418,25,"2012-08-16 00:55:24+00:00",134971995,0.0,0,0
245,"politifact10209",235850020757323776,235888478217449474,25,"2012-08-15 23:59:30+00:00",243423564,0.0,1,0
246,"politifact10209",235850020757323776,235886857144135680,25,"2012-08-15 23:53:03+00:00",462581519,0.0,1,0
247,"politifact10209",235850020757323776,235883715048390656,25,"2012-08-15 23:40:34+00:00",395633499,0.0,1,0
248,"politifact10209",235850020757323776,235862636414242817,25,"2012-08-15 22:16:49+00:00",22381722,0.0,1,0
249,"politifact10209",235850020757323776,235861987236659200,25,"2012-08-15 22:14:14+00:00",19788419,0.0,1,0
250,"politifact10209",235850020757323776,235857499885023233,25,"2012-08-15 21:56:24+00:00",25920303,0.0,0,0
251,"politifact10209",235850020757323776,235854184019271680,25,"2012-08-15 21:43:14+00:00",169627574,0.0,1,0
252,"politifact10209",235850020757323776,235852536752508930,25,"2012-08-15 21:36:41+00:00",39526741,0.0,0,0
253,"politifact10209",235850020757323776,235852175279017984,25,"2012-08-15 21:35:15+00:00",28577697,0.0,0,0
254,"politifact10209",235850020757323776,235851618090893313,25,"2012-08-15 21:33:02+00:00",551329554,0.0,1,0
255,"politifact10209",235850020757323776,235851301798436866,25,"2012-08-15 21:31:46+00:00",66791302,0.0,1,0
256,"politifact10209",235850020757323776,235850820778852352,25,"2012-08-15 21:29:52+00:00",241682176,0.0,0,0
257,"politifact10209",235850020757323776,235850750448779264,25,"2012-08-15 21:29:35+00:00",16996207,0.0,1,0
258,"politifact10209",235850020757323776,235850556378341376,25,"2012-08-15 21:28:49+00:00",23626479,0.0,1,0
259,"politifact10209",235850020757323776,235850491425341440,25,"2012-08-15 21:28:33+00:00",22371874,0.0,0,0
